Image,Row,Col,Pixel_X,Pixel_Y,Northing,Easting,Average_NDVI,Vegetation_Ratio,Status,Latitude,Longitude
jpr_20240528_AB01_MS_aligned_sun-all,0,16,1056,27,4300385.721739285,621347.9849466707,0.52366817,0.8119318181818181,HEALTHY,38.843924098155895,-7.601716343305757
jpr_20240528_AB01_MS_aligned_sun-all,0,17,1120,27,4300385.721739285,621351.1849466516,0.5343342,0.8227272727272728,HEALTHY,38.843923656794644,-7.60167948016655
jpr_20240528_AB01_MS_aligned_sun-all,1,13,864,82,4300382.971930315,621338.3849467281,0.51788557,0.6178977272727273,HEALTHY,38.84390064939063,-7.601827417655494
jpr_20240528_AB01_MS_aligned_sun-all,1,14,928,82,4300382.971930315,621341.584946709,0.52828926,0.9491477272727272,HEALTHY,38.84390020806466,-7.601790554526638
jpr_20240528_AB01_MS_aligned_sun-all,1,15,992,82,4300382.971930315,621344.7849466898,0.49509776,1.0,HEALTHY,38.84389976672704,-7.60175369139859
jpr_20240528_AB01_MS_aligned_sun-all,1,16,1056,82,4300382.971930315,621347.9849466707,0.52782303,1.0,HEALTHY,38.843899325377805,-7.601716828271349
jpr_20240528_AB01_MS_aligned_sun-all,1,17,1120,82,4300382.971930315,621351.1849466516,0.54946035,0.9392045454545456,HEALTHY,38.84389888401692,-7.601679965144917
jpr_20240528_AB01_MS_aligned_sun-all,1,18,1184,82,4300382.971930315,621354.3849466324,0.5578754,1.0,HEALTHY,38.84389844264443,-7.601643102019292
jpr_20240528_AB01_MS_aligned_sun-all,1,19,1248,82,4300382.971930315,621357.5849466133,0.5595048,0.94375,HEALTHY,38.84389800126031,-7.601606238894475
jpr_20240528_AB01_MS_aligned_sun-all,1,20,1312,82,4300382.971930315,621360.7849465943,0.53520906,0.5974431818181818,HEALTHY,38.843897559864544,-7.601569375770467
jpr_20240528_AB01_MS_aligned_sun-all,2,12,800,137,4300380.222121344,621335.1849467471,0.46725297,0.7377840909090909,HEALTHY,38.84387631792521,-7.601864765699058
jpr_20240528_AB01_MS_aligned_sun-all,2,13,864,137,4300380.222121344,621338.3849467281,0.518768,0.9650568181818182,HEALTHY,38.84387587661124,-7.601827902582166
jpr_20240528_AB01_MS_aligned_sun-all,2,14,928,137,4300380.222121344,621341.584946709,0.48231193,0.9775568181818182,HEALTHY,38.843875435285646,-7.601791039466084
jpr_20240528_AB01_MS_aligned_sun-all,2,15,992,137,4300380.222121344,621344.7849466898,0.5296217,1.0,HEALTHY,38.843874993948425,-7.601754176350811
jpr_20240528_AB01_MS_aligned_sun-all,2,16,1056,137,4300380.222121344,621347.9849466707,0.5088913,0.9198863636363636,HEALTHY,38.843874552599566,-7.601717313236344
jpr_20240528_AB01_MS_aligned_sun-all,2,17,1120,137,4300380.222121344,621351.1849466516,0.5778313,1.0,HEALTHY,38.84387411123909,-7.601680450122688
jpr_20240528_AB01_MS_aligned_sun-all,2,18,1184,137,4300380.222121344,621354.3849466324,0.53488463,0.9829545454545454,HEALTHY,38.84387366986697,-7.601643587009838
jpr_20240528_AB01_MS_aligned_sun-all,2,19,1248,137,4300380.222121344,621357.5849466133,0.5546936,0.9494318181818182,HEALTHY,38.843873228483226,-7.601606723897796
jpr_20240528_AB01_MS_aligned_sun-all,2,20,1312,137,4300380.222121344,621360.7849465943,0.5658789,0.9667613636363636,HEALTHY,38.84387278708787,-7.6015698607865625
jpr_20240528_AB01_MS_aligned_sun-all,2,21,1376,137,4300380.222121344,621363.9849465751,0.5676731,0.9301136363636364,HEALTHY,38.843872345680865,-7.601532997676138
jpr_20240528_AB01_MS_aligned_sun-all,2,22,1440,137,4300380.222121344,621367.184946556,0.5718622,0.6522727272727272,HEALTHY,38.84387190426224,-7.6014961345665215
jpr_20240528_AB01_MS_aligned_sun-all,3,11,736,192,4300377.472312373,621331.9849467663,0.50447744,0.5673295454545455,HEALTHY,38.84385198644726,-7.601902113717278
jpr_20240528_AB01_MS_aligned_sun-all,3,12,800,192,4300377.472312373,621335.1849467471,0.49322832,0.9914772727272728,HEALTHY,38.84385154514532,-7.601865250612356
jpr_20240528_AB01_MS_aligned_sun-all,3,13,864,192,4300377.472312373,621338.3849467281,0.4796304,1.0,HEALTHY,38.84385110383173,-7.601828387508238
jpr_20240528_AB01_MS_aligned_sun-all,3,14,928,192,4300377.472312373,621341.584946709,0.49980596,0.9857954545454546,HEALTHY,38.843850662506526,-7.601791524404932
jpr_20240528_AB01_MS_aligned_sun-all,3,15,992,192,4300377.472312373,621344.7849466898,0.50512576,0.9806818181818182,HEALTHY,38.843850221169696,-7.601754661302434
jpr_20240528_AB01_MS_aligned_sun-all,3,16,1056,192,4300377.472312373,621347.9849466707,0.542447,0.9065340909090908,HEALTHY,38.84384977982124,-7.601717798200743
jpr_20240528_AB01_MS_aligned_sun-all,3,17,1120,192,4300377.472312373,621351.1849466516,0.5403411,0.921875,HEALTHY,38.84384933846113,-7.6016809350998615
jpr_20240528_AB01_MS_aligned_sun-all,3,18,1184,192,4300377.472312373,621354.3849466324,0.56905425,0.9051136363636364,HEALTHY,38.84384889708941,-7.601644071999787
jpr_20240528_AB01_MS_aligned_sun-all,3,19,1248,192,4300377.472312373,621357.5849466133,0.53250974,0.9190340909090908,HEALTHY,38.84384845570606,-7.60160720890052
jpr_20240528_AB01_MS_aligned_sun-all,3,20,1312,192,4300377.472312373,621360.7849465943,0.58710504,0.91875,HEALTHY,38.84384801431108,-7.601570345802061
jpr_20240528_AB01_MS_aligned_sun-all,3,21,1376,192,4300377.472312373,621363.9849465751,0.598745,0.93125,HEALTHY,38.843847572904465,-7.601533482704411
jpr_20240528_AB01_MS_aligned_sun-all,3,22,1440,192,4300377.472312373,621367.184946556,0.5586103,0.9258522727272728,HEALTHY,38.843847131486235,-7.60149661960757
jpr_20240528_AB01_MS_aligned_sun-all,3,23,1504,192,4300377.472312373,621370.3849465369,0.55339146,0.928409090909091,HEALTHY,38.84384669005637,-7.601459756511535
jpr_20240528_AB01_MS_aligned_sun-all,3,24,1568,192,4300377.472312373,621373.5849465177,0.5605713,0.625,HEALTHY,38.84384624861486,-7.601422893416311
jpr_20240528_AB01_MS_aligned_sun-all,4,10,672,247,4300374.722503403,621328.7849467854,0.54726845,0.6517045454545455,HEALTHY,38.84382765495681,-7.6019394617101606
jpr_20240528_AB01_MS_aligned_sun-all,4,11,736,247,4300374.722503403,621331.9849467663,0.50126874,0.9471590909090908,HEALTHY,38.843827213666884,-7.6019025986172055
jpr_20240528_AB01_MS_aligned_sun-all,4,12,800,247,4300374.722503403,621335.1849467471,0.5282758,0.984375,HEALTHY,38.84382677236532,-7.601865735525058
jpr_20240528_AB01_MS_aligned_sun-all,4,13,864,247,4300374.722503403,621338.3849467281,0.4844829,0.9048295454545454,HEALTHY,38.84382633105213,-7.601828872433716
jpr_20240528_AB01_MS_aligned_sun-all,4,14,928,247,4300374.722503403,621341.584946709,0.5268103,0.9119318181818182,HEALTHY,38.843825889727306,-7.601792009343185
jpr_20240528_AB01_MS_aligned_sun-all,4,15,992,247,4300374.722503403,621344.7849466898,0.51852953,0.8329545454545455,HEALTHY,38.84382544839086,-7.601755146253462
jpr_20240528_AB01_MS_aligned_sun-all,4,16,1056,247,4300374.722503403,621347.9849466707,0.5815362,0.8764204545454546,HEALTHY,38.843825007042774,-7.601718283164545
jpr_20240528_AB01_MS_aligned_sun-all,4,17,1120,247,4300374.722503403,621351.1849466516,0.51457775,0.8485795454545455,HEALTHY,38.84382456568308,-7.601681420076439
jpr_20240528_AB01_MS_aligned_sun-all,4,18,1184,247,4300374.722503403,621354.3849466324,0.55654407,0.8411931818181818,HEALTHY,38.843824124311745,-7.601644556989139
jpr_20240528_AB01_MS_aligned_sun-all,4,19,1248,247,4300374.722503403,621357.5849466133,0.5299982,0.8286931818181819,HEALTHY,38.84382368292877,-7.601607693902648
jpr_20240528_AB01_MS_aligned_sun-all,4,20,1312,247,4300374.722503403,621360.7849465943,0.59419507,0.9255681818181818,HEALTHY,38.84382324153418,-7.6015708308169625
jpr_20240528_AB01_MS_aligned_sun-all,4,21,1376,247,4300374.722503403,621363.9849465751,0.58423895,0.8630681818181818,HEALTHY,38.84382280012797,-7.601533967732088
jpr_20240528_AB01_MS_aligned_sun-all,4,22,1440,247,4300374.722503403,621367.184946556,0.561712,0.9125,HEALTHY,38.84382235871011,-7.601497104648022
jpr_20240528_AB01_MS_aligned_sun-all,4,23,1504,247,4300374.722503403,621370.3849465369,0.5475771,0.853125,HEALTHY,38.843821917280636,-7.601460241564762
jpr_20240528_AB01_MS_aligned_sun-all,4,24,1568,247,4300374.722503403,621373.5849465177,0.5822437,0.9943181818181818,HEALTHY,38.84382147583952,-7.601423378482313
jpr_20240528_AB01_MS_aligned_sun-all,4,25,1632,247,4300374.722503403,621376.7849464986,0.5599693,0.990625,HEALTHY,38.8438210343868,-7.60138651540067
jpr_20240528_AB01_MS_aligned_sun-all,4,26,1696,247,4300374.722503403,621379.9849464794,0.5396717,0.569034090909091,HEALTHY,38.84382059292242,-7.601349652319838
jpr_20240528_AB01_MS_aligned_sun-all,5,9,608,302,4300371.972694432,621325.5849468046,0.5481938,0.5204545454545455,HEALTHY,38.843803323453834,-7.601976809677704
jpr_20240528_AB01_MS_aligned_sun-all,5,10,672,302,4300371.972694432,621328.7849467854,0.51437336,0.9264204545454544,HEALTHY,38.843802882175915,-7.6019399465967155
jpr_20240528_AB01_MS_aligned_sun-all,5,11,736,302,4300371.972694432,621331.9849467663,0.52623165,0.9252840909090908,HEALTHY,38.84380244088638,-7.601903083516535
jpr_20240528_AB01_MS_aligned_sun-all,5,12,800,302,4300371.972694432,621335.1849467471,0.5024501,0.9553977272727272,HEALTHY,38.8438019995852,-7.601866220437162
jpr_20240528_AB01_MS_aligned_sun-all,5,13,864,302,4300371.972694432,621338.3849467281,0.5076093,0.8420454545454545,HEALTHY,38.8438015582724,-7.6018293573585956
jpr_20240528_AB01_MS_aligned_sun-all,5,14,928,302,4300371.972694432,621341.584946709,0.5073726,0.7741477272727273,HEALTHY,38.843801116947965,-7.60179249428084
jpr_20240528_AB01_MS_aligned_sun-all,5,15,992,302,4300371.972694432,621344.7849466898,0.5402555,0.7701704545454545,HEALTHY,38.84380067561192,-7.601755631203891
jpr_20240528_AB01_MS_aligned_sun-all,5,16,1056,302,4300371.972694432,621347.9849466707,0.52849114,0.8255681818181818,HEALTHY,38.84380023426423,-7.60171876812775
jpr_20240528_AB01_MS_aligned_sun-all,5,17,1120,302,4300371.972694432,621351.1849466516,0.5625975,0.8053977272727273,HEALTHY,38.8437997929049,-7.601681905052418
jpr_20240528_AB01_MS_aligned_sun-all,5,18,1184,302,4300371.972694432,621354.3849466324,0.54193777,0.8130681818181819,HEALTHY,38.84379935153396,-7.601645041977894
jpr_20240528_AB01_MS_aligned_sun-all,5,19,1248,302,4300371.972694432,621357.5849466133,0.58352935,0.8474431818181818,HEALTHY,38.843798910151385,-7.601608178904177
jpr_20240528_AB01_MS_aligned_sun-all,5,20,1312,302,4300371.972694432,621360.7849465943,0.5731704,0.8434659090909091,HEALTHY,38.84379846875718,-7.601571315831269
jpr_20240528_AB01_MS_aligned_sun-all,5,21,1376,302,4300371.972694432,621363.9849465751,0.59554267,0.9454545454545454,HEALTHY,38.84379802735135,-7.601534452759169
jpr_20240528_AB01_MS_aligned_sun-all,5,22,1440,302,4300371.972694432,621367.184946556,0.5742478,0.8434659090909091,HEALTHY,38.843797585933885,-7.6014975896878765
jpr_20240528_AB01_MS_aligned_sun-all,5,23,1504,302,4300371.972694432,621370.3849465369,0.5809901,0.837215909090909,HEALTHY,38.843797144504784,-7.601460726617393
jpr_20240528_AB01_MS_aligned_sun-all,5,24,1568,302,4300371.972694432,621373.5849465177,0.56400174,0.938068181818182,HEALTHY,38.84379670306407,-7.601423863547718
jpr_20240528_AB01_MS_aligned_sun-all,5,25,1632,302,4300371.972694432,621376.7849464986,0.54493856,0.921875,HEALTHY,38.84379626161173,-7.601387000478851
jpr_20240528_AB01_MS_aligned_sun-all,5,26,1696,302,4300371.972694432,621379.9849464794,0.53247505,0.9602272727272728,HEALTHY,38.84379582014775,-7.601350137410792
jpr_20240528_AB01_MS_aligned_sun-all,5,27,1760,302,4300371.972694432,621383.1849464604,0.50499654,0.8360795454545454,HEALTHY,38.84379537867214,-7.601313274343541
jpr_20240528_AB01_MS_aligned_sun-all,6,9,608,357,4300369.2228854615,621325.5849468046,0.5719103,0.9073863636363636,HEALTHY,38.84377855067245,-7.601977294550888
jpr_20240528_AB01_MS_aligned_sun-all,6,10,672,357,4300369.2228854615,621328.7849467854,0.5214656,0.9306818181818182,HEALTHY,38.84377810939492,-7.601940431482674
jpr_20240528_AB01_MS_aligned_sun-all,6,11,736,357,4300369.2228854615,621331.9849467663,0.5268188,0.9599431818181818,HEALTHY,38.843777668105766,-7.60190356841527
jpr_20240528_AB01_MS_aligned_sun-all,6,12,800,357,4300369.2228854615,621335.1849467471,0.47863576,0.8201704545454546,HEALTHY,38.84377722680499,-7.601866705348672
jpr_20240528_AB01_MS_aligned_sun-all,6,13,864,357,4300369.2228854615,621338.3849467281,0.51909256,0.8079545454545455,HEALTHY,38.843776785492565,-7.60182984228288
jpr_20240528_AB01_MS_aligned_sun-all,6,14,928,357,4300369.2228854615,621341.584946709,0.50070167,0.8045454545454546,HEALTHY,38.843776344168525,-7.601792979217899
jpr_20240528_AB01_MS_aligned_sun-all,6,15,992,357,4300369.2228854615,621344.7849466898,0.55182827,0.7582386363636363,HEALTHY,38.84377590283286,-7.601756116153725
jpr_20240528_AB01_MS_aligned_sun-all,6,16,1056,357,4300369.2228854615,621347.9849466707,0.5398233,0.8045454545454546,HEALTHY,38.843775461485556,-7.6017192530903595
jpr_20240528_AB01_MS_aligned_sun-all,6,17,1120,357,4300369.2228854615,621351.1849466516,0.5229387,0.7818181818181819,HEALTHY,38.84377502012662,-7.601682390027802
jpr_20240528_AB01_MS_aligned_sun-all,6,18,1184,357,4300369.2228854615,621354.3849466324,0.57406473,0.7789772727272727,HEALTHY,38.84377457875607,-7.6016455269660534
jpr_20240528_AB01_MS_aligned_sun-all,6,19,1248,357,4300369.2228854615,621357.5849466133,0.5798453,0.7963068181818181,HEALTHY,38.843774137373885,-7.601608663905112
jpr_20240528_AB01_MS_aligned_sun-all,6,20,1312,357,4300369.2228854615,621360.7849465943,0.571173,0.825,HEALTHY,38.84377369598007,-7.601571800844978
jpr_20240528_AB01_MS_aligned_sun-all,6,21,1376,357,4300369.2228854615,621363.9849465751,0.6051763,0.8954545454545455,HEALTHY,38.84377325457463,-7.601534937785652
jpr_20240528_AB01_MS_aligned_sun-all,6,22,1440,357,4300369.2228854615,621367.184946556,0.5601186,0.7982954545454546,HEALTHY,38.84377281315755,-7.601498074727136
jpr_20240528_AB01_MS_aligned_sun-all,6,23,1504,357,4300369.2228854615,621370.3849465369,0.5583877,0.9161931818181818,HEALTHY,38.84377237172885,-7.601461211669427
jpr_20240528_AB01_MS_aligned_sun-all,6,24,1568,357,4300369.2228854615,621373.5849465177,0.5458645,0.8392045454545455,HEALTHY,38.843771930288504,-7.601424348612527
jpr_20240528_AB01_MS_aligned_sun-all,6,25,1632,357,4300369.2228854615,621376.7849464986,0.54272234,0.8397727272727272,HEALTHY,38.84377148883655,-7.601387485556434
jpr_20240528_AB01_MS_aligned_sun-all,6,26,1696,357,4300369.2228854615,621379.9849464794,0.5551099,0.8536931818181818,HEALTHY,38.84377104737296,-7.601350622501151
jpr_20240528_AB01_MS_aligned_sun-all,6,27,1760,357,4300369.2228854615,621383.1849464604,0.53429365,0.8542613636363636,HEALTHY,38.84377060589774,-7.601313759446674
jpr_20240528_AB01_MS_aligned_sun-all,6,28,1824,357,4300369.2228854615,621386.3849464413,0.54957104,0.9988636363636364,HEALTHY,38.84377016441089,-7.601276896393008
jpr_20240528_AB01_MS_aligned_sun-all,6,29,1888,357,4300369.2228854615,621389.5849464221,0.529554,0.8946022727272728,HEALTHY,38.84376972291241,-7.601240033340148
jpr_20240528_AB01_MS_aligned_sun-all,7,7,480,412,4300366.473076492,621319.1849468428,0.56338394,0.5227272727272727,HEALTHY,38.84375466041035,-7.602051505536777
jpr_20240528_AB01_MS_aligned_sun-all,7,8,544,412,4300366.473076492,621322.3849468237,0.5533858,0.9522727272727272,HEALTHY,38.843754219156466,-7.602014642479722
jpr_20240528_AB01_MS_aligned_sun-all,7,9,608,412,4300366.473076492,621325.5849468046,0.53618646,0.9267045454545456,HEALTHY,38.84375377789095,-7.601977779423476
jpr_20240528_AB01_MS_aligned_sun-all,7,10,672,412,4300366.473076492,621328.7849467854,0.55767584,0.9801136363636364,HEALTHY,38.84375333661382,-7.6019409163680365
jpr_20240528_AB01_MS_aligned_sun-all,7,11,736,412,4300366.473076492,621331.9849467663,0.51490676,0.8630681818181818,HEALTHY,38.843752895325046,-7.601904053313406
jpr_20240528_AB01_MS_aligned_sun-all,7,12,800,412,4300366.473076492,621335.1849467471,0.4978279,0.821875,HEALTHY,38.84375245402465,-7.601867190259584
jpr_20240528_AB01_MS_aligned_sun-all,7,13,864,412,4300366.473076492,621338.3849467281,0.48857987,0.7792613636363637,HEALTHY,38.843752012712635,-7.601830327206567
jpr_20240528_AB01_MS_aligned_sun-all,7,14,928,412,4300366.473076492,621341.584946709,0.5522702,0.8457386363636363,HEALTHY,38.84375157138898,-7.601793464154362
jpr_20240528_AB01_MS_aligned_sun-all,7,15,992,412,4300366.473076492,621344.7849466898,0.5529443,0.7965909090909091,HEALTHY,38.8437511300537,-7.601756601102962
jpr_20240528_AB01_MS_aligned_sun-all,7,16,1056,412,4300366.473076492,621347.9849466707,0.5502336,0.8167613636363636,HEALTHY,38.843750688706784,-7.601719738052371
jpr_20240528_AB01_MS_aligned_sun-all,7,17,1120,412,4300366.473076492,621351.1849466516,0.54460573,0.8150568181818182,HEALTHY,38.84375024734824,-7.601682875002589
jpr_20240528_AB01_MS_aligned_sun-all,7,18,1184,412,4300366.473076492,621354.3849466324,0.58529234,0.815625,HEALTHY,38.84374980597807,-7.601646011953615
jpr_20240528_AB01_MS_aligned_sun-all,7,19,1248,412,4300366.473076492,621357.5849466133,0.5479984,0.8153409090909091,HEALTHY,38.84374936459627,-7.601609148905449
jpr_20240528_AB01_MS_aligned_sun-all,7,20,1312,412,4300366.473076492,621360.7849465943,0.5314157,0.8335227272727272,HEALTHY,38.843748923202845,-7.601572285858088
jpr_20240528_AB01_MS_aligned_sun-all,7,21,1376,412,4300366.473076492,621363.9849465751,0.53020376,0.8139204545454546,HEALTHY,38.84374848179779,-7.601535422811539
jpr_20240528_AB01_MS_aligned_sun-all,7,22,1440,412,4300366.473076492,621367.184946556,0.5721977,0.8326704545454545,HEALTHY,38.8437480403811,-7.601498559765798
jpr_20240528_AB01_MS_aligned_sun-all,7,23,1504,412,4300366.473076492,621370.3849465369,0.54022586,0.8011363636363636,HEALTHY,38.84374759895279,-7.601461696720864
jpr_20240528_AB01_MS_aligned_sun-all,7,24,1568,412,4300366.473076492,621373.5849465177,0.5410933,0.8278409090909091,HEALTHY,38.843747157512844,-7.601424833676738
jpr_20240528_AB01_MS_aligned_sun-all,7,25,1632,412,4300366.473076492,621376.7849464986,0.5542005,0.8306818181818182,HEALTHY,38.84374671606127,-7.6013879706334215
jpr_20240528_AB01_MS_aligned_sun-all,7,26,1696,412,4300366.473076492,621379.9849464794,0.5215867,0.8269886363636364,HEALTHY,38.84374627459807,-7.601351107590913
jpr_20240528_AB01_MS_aligned_sun-all,7,27,1760,412,4300366.473076492,621383.1849464604,0.54884297,0.8727272727272727,HEALTHY,38.843745833123236,-7.601314244549211
jpr_20240528_AB01_MS_aligned_sun-all,7,28,1824,412,4300366.473076492,621386.3849464413,0.5503369,0.9178977272727272,HEALTHY,38.84374539163677,-7.60127738150832
jpr_20240528_AB01_MS_aligned_sun-all,7,29,1888,412,4300366.473076492,621389.5849464221,0.57953465,0.9076704545454546,HEALTHY,38.84374495013868,-7.601240518468234
jpr_20240528_AB01_MS_aligned_sun-all,7,30,1952,412,4300366.473076492,621392.784946403,0.5397838,0.9721590909090908,HEALTHY,38.84374450862897,-7.601203655428959
jpr_20240528_AB01_MS_aligned_sun-all,7,31,2016,412,4300366.473076492,621395.9849463839,0.5377714,0.7301136363636364,HEALTHY,38.84374406710763,-7.601166792390493
jpr_20240528_AB01_MS_aligned_sun-all,8,7,480,467,4300363.723267521,621319.1849468428,0.39889443,0.9980113636363636,HEALTHY,38.843729887627966,-7.6020519903832176
jpr_20240528_AB01_MS_aligned_sun-all,8,8,544,467,4300363.723267521,621322.3849468237,0.49114197,1.0,HEALTHY,38.84372944637447,-7.602015127338937
jpr_20240528_AB01_MS_aligned_sun-all,8,9,608,467,4300363.723267521,621325.5849468046,0.5618588,1.0,HEALTHY,38.84372900510935,-7.601978264295466
jpr_20240528_AB01_MS_aligned_sun-all,8,10,672,467,4300363.723267521,621328.7849467854,0.5531775,1.0,HEALTHY,38.8437285638326,-7.601941401252802
jpr_20240528_AB01_MS_aligned_sun-all,8,11,736,467,4300363.723267521,621331.9849467663,0.527452,0.9008522727272728,HEALTHY,38.84372812254423,-7.601904538210947
jpr_20240528_AB01_MS_aligned_sun-all,8,12,800,467,4300363.723267521,621335.1849467471,0.48196784,0.7755681818181818,HEALTHY,38.84372768124422,-7.601867675169898
jpr_20240528_AB01_MS_aligned_sun-all,8,13,864,467,4300363.723267521,621338.3849467281,0.5640588,0.7636363636363637,HEALTHY,38.843727239932576,-7.601830812129657
jpr_20240528_AB01_MS_aligned_sun-all,8,14,928,467,4300363.723267521,621341.584946709,0.54385436,0.8198863636363637,HEALTHY,38.84372679860931,-7.601793949090226
jpr_20240528_AB01_MS_aligned_sun-all,8,15,992,467,4300363.723267521,621344.7849466898,0.5738463,0.8221590909090909,HEALTHY,38.84372635727442,-7.601757086051602
jpr_20240528_AB01_MS_aligned_sun-all,8,16,1056,467,4300363.723267521,621347.9849466707,0.5423961,0.7928977272727272,HEALTHY,38.84372591592789,-7.601720223013787
jpr_20240528_AB01_MS_aligned_sun-all,8,17,1120,467,4300363.723267521,621351.1849466516,0.56441367,0.7960227272727273,HEALTHY,38.84372547456974,-7.6016833599767795
jpr_20240528_AB01_MS_aligned_sun-all,8,18,1184,467,4300363.723267521,621354.3849466324,0.5369598,0.7389204545454545,HEALTHY,38.84372503319996,-7.601646496940579
jpr_20240528_AB01_MS_aligned_sun-all,8,19,1248,467,4300363.723267521,621357.5849466133,0.55038226,0.7866477272727272,HEALTHY,38.843724591818535,-7.601609633905189
jpr_20240528_AB01_MS_aligned_sun-all,8,20,1312,467,4300363.723267521,621360.7849465943,0.5187833,0.7176136363636364,HEALTHY,38.84372415042551,-7.601572770870605
jpr_20240528_AB01_MS_aligned_sun-all,8,21,1376,467,4300363.723267521,621363.9849465751,0.5358134,0.7892045454545454,HEALTHY,38.843723709020836,-7.601535907836828
jpr_20240528_AB01_MS_aligned_sun-all,8,22,1440,467,4300363.723267521,621367.184946556,0.55311304,0.8113636363636364,HEALTHY,38.84372326760454,-7.601499044803862
jpr_20240528_AB01_MS_aligned_sun-all,8,23,1504,467,4300363.723267521,621370.3849465369,0.54402196,0.8073863636363636,HEALTHY,38.84372282617662,-7.601462181771704
jpr_20240528_AB01_MS_aligned_sun-all,8,24,1568,467,4300363.723267521,621373.5849465177,0.52670014,0.8230113636363636,HEALTHY,38.84372238473705,-7.601425318740352
jpr_20240528_AB01_MS_aligned_sun-all,8,25,1632,467,4300363.723267521,621376.7849464986,0.54109067,0.8667613636363637,HEALTHY,38.84372194328587,-7.601388455709811
jpr_20240528_AB01_MS_aligned_sun-all,8,26,1696,467,4300363.723267521,621379.9849464794,0.547554,0.8303977272727273,HEALTHY,38.843721501823055,-7.601351592680077
jpr_20240528_AB01_MS_aligned_sun-all,8,27,1760,467,4300363.723267521,621383.1849464604,0.55754155,0.9670454545454544,HEALTHY,38.843721060348614,-7.6013147296511505
jpr_20240528_AB01_MS_aligned_sun-all,8,28,1824,467,4300363.723267521,621386.3849464413,0.54224735,0.8590909090909091,HEALTHY,38.84372061886255,-7.6012778666230325
jpr_20240528_AB01_MS_aligned_sun-all,8,29,1888,467,4300363.723267521,621389.5849464221,0.5454333,0.8852272727272728,HEALTHY,38.843720177364844,-7.6012410035957245
jpr_20240528_AB01_MS_aligned_sun-all,8,30,1952,467,4300363.723267521,621392.784946403,0.5535445,0.9394886363636364,HEALTHY,38.843719735855515,-7.601204140569223
jpr_20240528_AB01_MS_aligned_sun-all,8,31,2016,467,4300363.723267521,621395.9849463839,0.5371979,0.9511363636363636,HEALTHY,38.843719294334555,-7.6011672775435315
jpr_20240528_AB01_MS_aligned_sun-all,8,32,2080,467,4300363.723267521,621399.1849463647,0.55699635,0.9301136363636364,HEALTHY,38.84371885280198,-7.601130414518648
jpr_20240528_AB01_MS_aligned_sun-all,8,33,2144,467,4300363.723267521,621402.3849463456,0.55940276,0.743465909090909,HEALTHY,38.843718411257754,-7.601093551494572
jpr_20240528_AB01_MS_aligned_sun-all,9,6,416,522,4300360.973458551,621315.9849468619,0.596979,0.5267045454545455,HEALTHY,38.84370555608695,-7.602089338261376
jpr_20240528_AB01_MS_aligned_sun-all,9,7,480,522,4300360.973458551,621319.1849468428,0.44830218,1.0,HEALTHY,38.84370511484549,-7.602052475229061
jpr_20240528_AB01_MS_aligned_sun-all,9,8,544,522,4300360.973458551,621322.3849468237,0.38205442,1.0,HEALTHY,38.84370467359237,-7.602015612197557
jpr_20240528_AB01_MS_aligned_sun-all,9,9,608,522,4300360.973458551,621325.5849468046,0.4180109,1.0,HEALTHY,38.843704232327646,-7.601978749166861
jpr_20240528_AB01_MS_aligned_sun-all,9,10,672,522,4300360.973458551,621328.7849467854,0.4988823,1.0,HEALTHY,38.84370379105128,-7.601941886136971
jpr_20240528_AB01_MS_aligned_sun-all,9,11,736,522,4300360.973458551,621331.9849467663,0.52464694,0.9397727272727272,HEALTHY,38.84370334976329,-7.601905023107889
jpr_20240528_AB01_MS_aligned_sun-all,9,12,800,522,4300360.973458551,621335.1849467471,0.52211726,0.7832386363636363,HEALTHY,38.843702908463676,-7.601868160079617
jpr_20240528_AB01_MS_aligned_sun-all,9,13,864,522,4300360.973458551,621338.3849467281,0.57230633,0.8295454545454546,HEALTHY,38.843702467152426,-7.601831297052151
jpr_20240528_AB01_MS_aligned_sun-all,9,14,928,522,4300360.973458551,621341.584946709,0.55495447,0.803125,HEALTHY,38.84370202582955,-7.601794434025495
jpr_20240528_AB01_MS_aligned_sun-all,9,15,992,522,4300360.973458551,621344.7849466898,0.5724379,0.80625,HEALTHY,38.84370158449504,-7.601757570999645
jpr_20240528_AB01_MS_aligned_sun-all,9,16,1056,522,4300360.973458551,621347.9849466707,0.55094385,0.8005681818181818,HEALTHY,38.843701143148905,-7.6017207079746045
jpr_20240528_AB01_MS_aligned_sun-all,9,17,1120,522,4300360.973458551,621351.1849466516,0.5562584,0.8184659090909091,HEALTHY,38.84370070179114,-7.601683844950373
jpr_20240528_AB01_MS_aligned_sun-all,9,18,1184,522,4300360.973458551,621354.3849466324,0.5218096,0.7818181818181819,HEALTHY,38.84370026042175,-7.601646981926947
jpr_20240528_AB01_MS_aligned_sun-all,9,19,1248,522,4300360.973458551,621357.5849466133,0.51605976,0.756534090909091,HEALTHY,38.84369981904072,-7.601610118904332
jpr_20240528_AB01_MS_aligned_sun-all,9,20,1312,522,4300360.973458551,621360.7849465943,0.54308176,0.8210227272727273,HEALTHY,38.843699377648065,-7.601573255882522
jpr_20240528_AB01_MS_aligned_sun-all,9,21,1376,522,4300360.973458551,621363.9849465751,0.5479032,0.7977272727272727,HEALTHY,38.84369893624379,-7.601536392861522
