Zone_ID,Center_Latitude,Center_Longitude,Min_Latitude,Max_Latitude,Min_Longitude,Max_Longitude,Average_NDVI,Grid_Count,Severity
1,38.84361510035997,-7.601777699903464,38.843551182371385,38.84367901826984,-7.601942371020544,-7.60161302888666,0.37282268,4,MODERATE
